index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,decade
0,ts300399,Five Came Back: The Reference Films,SHOW,1945,TV-MA,48,documentation,['US'],1.0,Unknown,6.6,2279.0,1940
1,tm84618,Taxi Driver,MOVIE,1976,R,113,crime,['US'],1.0,tt0075314,8.3,795222.0,1970
1,tm84618,Taxi Driver,MOVIE,1976,R,113,drama,['US'],1.0,tt0075314,8.3,795222.0,1970
2,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,comedy,['GB'],1.0,tt0071853,8.2,530877.0,1970
2,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,fantasy,['GB'],1.0,tt0071853,8.2,530877.0,1970
3,tm70993,Life of Brian,MOVIE,1979,R,94,comedy,['GB'],1.0,tt0079470,8.0,392419.0,1970
4,tm190788,The Exorcist,MOVIE,1973,R,133,horror,['US'],1.0,tt0070047,8.1,391942.0,1970
5,ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,comedy,['GB'],4.0,tt0063929,8.8,72895.0,1960
5,ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,european,['GB'],4.0,tt0063929,8.8,72895.0,1960
6,tm14873,Dirty Harry,MOVIE,1971,R,102,thriller,['US'],1.0,tt0066999,7.7,153463.0,1970
6,tm14873,Dirty Harry,MOVIE,1971,R,102,crime,['US'],1.0,tt0066999,7.7,153463.0,1970
6,tm14873,Dirty Harry,MOVIE,1971,R,102,action,['US'],1.0,tt0066999,7.7,153463.0,1970
7,tm185072,My Fair Lady,MOVIE,1964,G,170,drama,['US'],1.0,tt0058385,7.8,94121.0,1960
7,tm185072,My Fair Lady,MOVIE,1964,G,170,music,['US'],1.0,tt0058385,7.8,94121.0,1960
7,tm185072,My Fair Lady,MOVIE,1964,G,170,romance,['US'],1.0,tt0058385,7.8,94121.0,1960
7,tm185072,My Fair Lady,MOVIE,1964,G,170,family,['US'],1.0,tt0058385,7.8,94121.0,1960
8,tm98978,The Blue Lagoon,MOVIE,1980,R,104,romance,['US'],1.0,tt0080453,5.8,69053.0,1980
8,tm98978,The Blue Lagoon,MOVIE,1980,R,104,drama,['US'],1.0,tt0080453,5.8,69053.0,1980
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,drama,['US'],1.0,tt0061418,7.7,111189.0,1960
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,crime,['US'],1.0,tt0061418,7.7,111189.0,1960
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,action,['US'],1.0,tt0061418,7.7,111189.0,1960
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,western,['US'],1.0,tt0060862,7.3,16168.0,1960
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,action,['US'],1.0,tt0060862,7.3,16168.0,1960
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,european,['US'],1.0,tt0060862,7.3,16168.0,1960
11,tm44204,The Guns of Navarone,MOVIE,1961,Unknown,158,war,"['US', 'GB']",1.0,tt0054953,7.5,50150.0,1960
11,tm44204,The Guns of Navarone,MOVIE,1961,Unknown,158,action,"['US', 'GB']",1.0,tt0054953,7.5,50150.0,1960
11,tm44204,The Guns of Navarone,MOVIE,1961,Unknown,158,drama,"['US', 'GB']",1.0,tt0054953,7.5,50150.0,1960
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,comedy,['JP'],1.0,tt0079833,7.6,30277.0,1970
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,animation,['JP'],1.0,tt0079833,7.6,30277.0,1970
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,action,['JP'],1.0,tt0079833,7.6,30277.0,1970
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,fantasy,['JP'],1.0,tt0079833,7.6,30277.0,1970
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,family,['JP'],1.0,tt0079833,7.6,30277.0,1970
13,tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,comedy,['US'],1.0,tt0079807,8.1,5141.0,1970
13,tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,documentation,['US'],1.0,tt0079807,8.1,5141.0,1970
14,tm96649,The Long Riders,MOVIE,1980,R,99,western,['US'],1.0,tt0081071,6.9,11329.0,1980
14,tm96649,The Long Riders,MOVIE,1980,R,99,crime,['US'],1.0,tt0081071,6.9,11329.0,1980
15,tm16479,White Christmas,MOVIE,1954,Unknown,115,romance,['US'],1.0,tt0047673,7.5,42373.0,1950
15,tm16479,White Christmas,MOVIE,1954,Unknown,115,comedy,['US'],1.0,tt0047673,7.5,42373.0,1950
15,tm16479,White Christmas,MOVIE,1954,Unknown,115,music,['US'],1.0,tt0047673,7.5,42373.0,1950
16,tm135083,Cairo Station,MOVIE,1958,Unknown,77,drama,['EG'],1.0,tt0051390,7.5,4385.0,1950
16,tm135083,Cairo Station,MOVIE,1958,Unknown,77,crime,['EG'],1.0,tt0051390,7.5,4385.0,1950
16,tm135083,Cairo Station,MOVIE,1958,Unknown,77,comedy,['EG'],1.0,tt0051390,7.5,4385.0,1950
17,tm14491,The Queen,MOVIE,1968,Unknown,68,documentation,['US'],1.0,tt0183686,7.2,1117.0,1960
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,documentation,['DE'],1.0,tt0191182,7.5,2416.0,1970
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,history,['DE'],1.0,tt0191182,7.5,2416.0,1970
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,european,['DE'],1.0,tt0191182,7.5,2416.0,1970
19,tm156453,FTA,MOVIE,1972,R,97,comedy,['US'],1.0,tt0068562,6.2,411.0,1970
19,tm156453,FTA,MOVIE,1972,R,97,documentation,['US'],1.0,tt0068562,6.2,411.0,1970
19,tm156453,FTA,MOVIE,1972,R,97,music,['US'],1.0,tt0068562,6.2,411.0,1970
20,tm27298,Saladin the Victorious,MOVIE,1963,Unknown,186,drama,['EG'],1.0,tt0057357,7.6,2470.0,1960
20,tm27298,Saladin the Victorious,MOVIE,1963,Unknown,186,war,['EG'],1.0,tt0057357,7.6,2470.0,1960
20,tm27298,Saladin the Victorious,MOVIE,1963,Unknown,186,action,['EG'],1.0,tt0057357,7.6,2470.0,1960
20,tm27298,Saladin the Victorious,MOVIE,1963,Unknown,186,history,['EG'],1.0,tt0057357,7.6,2470.0,1960
20,tm27298,Saladin the Victorious,MOVIE,1963,Unknown,186,romance,['EG'],1.0,tt0057357,7.6,2470.0,1960
21,tm356209,Singapore,MOVIE,1960,Unknown,158,drama,['IN'],1.0,tt0268639,6.4,82.0,1960
21,tm356209,Singapore,MOVIE,1960,Unknown,158,thriller,['IN'],1.0,tt0268639,6.4,82.0,1960
21,tm356209,Singapore,MOVIE,1960,Unknown,158,crime,['IN'],1.0,tt0268639,6.4,82.0,1960
22,tm204541,Dark Waters,MOVIE,1956,Unknown,120,drama,['EG'],1.0,tt0049761,6.7,590.0,1950
22,tm204541,Dark Waters,MOVIE,1956,Unknown,120,action,['EG'],1.0,tt0049761,6.7,590.0,1950
22,tm204541,Dark Waters,MOVIE,1956,Unknown,120,romance,['EG'],1.0,tt0049761,6.7,590.0,1950
22,tm204541,Dark Waters,MOVIE,1956,Unknown,120,thriller,['EG'],1.0,tt0049761,6.7,590.0,1950
23,tm14350,Alexandria… Why?,MOVIE,1979,Unknown,133,drama,['EG'],1.0,tt0077751,7.2,1689.0,1970
24,tm102287,Raya and Sakina,MOVIE,1953,Unknown,105,drama,['EG'],1.0,tt0316472,6.8,231.0,1950
24,tm102287,Raya and Sakina,MOVIE,1953,Unknown,105,thriller,['EG'],1.0,tt0316472,6.8,231.0,1950
24,tm102287,Raya and Sakina,MOVIE,1953,Unknown,105,crime,['EG'],1.0,tt0316472,6.8,231.0,1950
24,tm102287,Raya and Sakina,MOVIE,1953,Unknown,105,history,['EG'],1.0,tt0316472,6.8,231.0,1950
25,tm76557,No Longer Kids,MOVIE,1979,Unknown,235,comedy,['EG'],1.0,tt8312792,9.0,943.0,1970
25,tm76557,No Longer Kids,MOVIE,1979,Unknown,235,drama,['EG'],1.0,tt8312792,9.0,943.0,1970
26,tm71909,Amrapali,MOVIE,1966,Unknown,120,fantasy,['IN'],1.0,tt0060104,6.7,225.0,1960
27,tm94651,Dostana,MOVIE,1980,Unknown,161,drama,['IN'],1.0,tt0080653,2.1,25.0,1980
27,tm94651,Dostana,MOVIE,1980,Unknown,161,comedy,['IN'],1.0,tt0080653,2.1,25.0,1980
27,tm94651,Dostana,MOVIE,1980,Unknown,161,romance,['IN'],1.0,tt0080653,2.1,25.0,1980
27,tm94651,Dostana,MOVIE,1980,Unknown,161,action,['IN'],1.0,tt0080653,2.1,25.0,1980
27,tm94651,Dostana,MOVIE,1980,Unknown,161,crime,['IN'],1.0,tt0080653,2.1,25.0,1980
28,tm19608,The Blazing Sun,MOVIE,1954,Unknown,100,romance,['EG'],1.0,tt0044429,7.4,1219.0,1950
28,tm19608,The Blazing Sun,MOVIE,1954,Unknown,100,crime,['EG'],1.0,tt0044429,7.4,1219.0,1950
28,tm19608,The Blazing Sun,MOVIE,1954,Unknown,100,drama,['EG'],1.0,tt0044429,7.4,1219.0,1950
29,ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,comedy,[],1.0,tt0202477,8.1,2144.0,1970
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,Unknown,124,drama,"['DZ', 'EG']",1.0,tt0074168,7.2,768.0,1970
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,Unknown,124,crime,"['DZ', 'EG']",1.0,tt0074168,7.2,768.0,1970
31,tm75975,Prince,MOVIE,1969,Unknown,152,romance,['IN'],1.0,tt0064842,6.9,168.0,1960
32,tm97793,Lock Your Girls In,MOVIE,1980,Unknown,230,comedy,['EG'],1.0,Unknown,6.6,2279.0,1980
33,tm85426,The Witness Who Didn't See Anything,MOVIE,1976,Unknown,217,comedy,['EG'],1.0,Unknown,6.6,2279.0,1970
34,tm188894,The School of Mischief,MOVIE,1973,Unknown,251,comedy,['EG'],1.0,Unknown,6.6,2279.0,1970
35,tm107372,Manoranjan,MOVIE,1974,Unknown,162,comedy,['IN'],1.0,tt0071811,6.5,236.0,1970
35,tm107372,Manoranjan,MOVIE,1974,Unknown,162,drama,['IN'],1.0,tt0071811,6.5,236.0,1970
35,tm107372,Manoranjan,MOVIE,1974,Unknown,162,romance,['IN'],1.0,tt0071811,6.5,236.0,1970
36,tm200475,"Beirut, Oh Beirut",MOVIE,1975,Unknown,110,drama,['LB'],1.0,tt0169599,6.5,106.0,1970
37,tm259855,We Are All for the Fatherland,MOVIE,1979,Unknown,74,documentation,"['FR', 'LB', 'CA']",1.0,tt0170799,6.2,43.0,1970
38,tm259684,Whispers,MOVIE,1980,Unknown,93,documentation,"['FR', 'LB', 'CA']",1.0,tt0170803,7.8,75.0,1980
39,tm344089,Lal Patthar,MOVIE,1971,Unknown,153,drama,['IN'],1.0,tt0237395,6.2,137.0,1970
40,tm358653,Ujala,MOVIE,1959,Unknown,142,romance,['IN'],1.0,tt0157132,6.7,78.0,1950
40,tm358653,Ujala,MOVIE,1959,Unknown,142,crime,['IN'],1.0,tt0157132,6.7,78.0,1950
40,tm358653,Ujala,MOVIE,1959,Unknown,142,drama,['IN'],1.0,tt0157132,6.7,78.0,1950
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unknown,138,drama,"['IN', 'SU']",1.0,tt0079749,6.2,555.0,1970
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unknown,138,action,"['IN', 'SU']",1.0,tt0079749,6.2,555.0,1970
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unknown,138,romance,"['IN', 'SU']",1.0,tt0079749,6.2,555.0,1970
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unknown,138,family,"['IN', 'SU']",1.0,tt0079749,6.2,555.0,1970
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unknown,138,fantasy,"['IN', 'SU']",1.0,tt0079749,6.2,555.0,1970
42,tm10204,Professor,MOVIE,1962,Unknown,163,romance,['IN'],1.0,tt0056379,6.8,285.0,1960
42,tm10204,Professor,MOVIE,1962,Unknown,163,comedy,['IN'],1.0,tt0056379,6.8,285.0,1960
42,tm10204,Professor,MOVIE,1962,Unknown,163,drama,['IN'],1.0,tt0056379,6.8,285.0,1960
43,tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,Unknown,135,romance,['IN'],1.0,tt3290368,4.6,14.0,1970
44,tm16812,Bandie,MOVIE,1978,Unknown,141,drama,['IN'],1.0,tt1219315,4.2,35.0,1970
44,tm16812,Bandie,MOVIE,1978,Unknown,141,romance,['IN'],1.0,tt1219315,4.2,35.0,1970
44,tm16812,Bandie,MOVIE,1978,Unknown,141,action,['IN'],1.0,tt1219315,4.2,35.0,1970
45,tm336403,Khoon Khoon,MOVIE,1973,Unknown,131,drama,['IN'],1.0,tt0230412,5.1,41.0,1970
45,tm336403,Khoon Khoon,MOVIE,1973,Unknown,131,crime,['IN'],1.0,tt0230412,5.1,41.0,1970
45,tm336403,Khoon Khoon,MOVIE,1973,Unknown,131,thriller,['IN'],1.0,tt0230412,5.1,41.0,1970
46,tm119776,Top Gun,MOVIE,1986,PG,110,drama,['US'],1.0,tt0092099,6.9,329656.0,1980
46,tm119776,Top Gun,MOVIE,1986,PG,110,action,['US'],1.0,tt0092099,6.9,329656.0,1980
47,ts20681,Seinfeld,SHOW,1989,TV-PG,24,comedy,['US'],9.0,tt0098904,8.9,302700.0,1980
48,tm111075,Stand by Me,MOVIE,1986,R,89,drama,['US'],1.0,tt0092005,8.1,392790.0,1980
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,drama,"['US', 'IT']",1.0,tt0087843,8.3,342335.0,1980
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,crime,"['US', 'IT']",1.0,tt0087843,8.3,342335.0,1980
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,european,"['US', 'IT']",1.0,tt0087843,8.3,342335.0,1980
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,romance,['US'],1.0,tt0098635,7.7,212913.0,1980
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,comedy,['US'],1.0,tt0098635,7.7,212913.0,1980
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,drama,['US'],1.0,tt0098635,7.7,212913.0,1980
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,scifi,"['HK', 'US']",1.0,tt0100758,6.7,92647.0,1990
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,action,"['HK', 'US']",1.0,tt0100758,6.7,92647.0,1990
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,comedy,"['HK', 'US']",1.0,tt0100758,6.7,92647.0,1990
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,family,"['HK', 'US']",1.0,tt0100758,6.7,92647.0,1990
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,drama,"['GB', 'US']",1.0,tt0093058,8.3,723306.0,1980
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,war,"['GB', 'US']",1.0,tt0093058,8.3,723306.0,1980
53,tm54450,Christine,MOVIE,1983,R,90,horror,['US'],1.0,tt0085333,6.7,80945.0,1980
53,tm54450,Christine,MOVIE,1983,R,90,thriller,['US'],1.0,tt0085333,6.7,80945.0,1980
53,tm54450,Christine,MOVIE,1983,R,90,european,['US'],1.0,tt0085333,6.7,80945.0,1980
54,tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,horror,['US'],1.0,tt0087800,7.4,230543.0,1980
55,ts22082,Knight Rider,SHOW,1982,TV-PG,51,action,['US'],4.0,tt0083437,6.9,33760.0,1980
55,ts22082,Knight Rider,SHOW,1982,TV-PG,51,scifi,['US'],4.0,tt0083437,6.9,33760.0,1980
55,ts22082,Knight Rider,SHOW,1982,TV-PG,51,crime,['US'],4.0,tt0083437,6.9,33760.0,1980
55,ts22082,Knight Rider,SHOW,1982,TV-PG,51,drama,['US'],4.0,tt0083437,6.9,33760.0,1980
56,tm145608,Awakenings,MOVIE,1990,PG-13,120,drama,['US'],1.0,tt0099077,7.8,137549.0,1990
56,tm145608,Awakenings,MOVIE,1990,PG-13,120,european,['US'],1.0,tt0099077,7.8,137549.0,1990
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,family,['GB'],24.0,tt0086815,6.5,4948.0,1980
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,comedy,['GB'],24.0,tt0086815,6.5,4948.0,1980
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,music,['GB'],24.0,tt0086815,6.5,4948.0,1980
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,action,['GB'],24.0,tt0086815,6.5,4948.0,1980
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,animation,['GB'],24.0,tt0086815,6.5,4948.0,1980
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,fantasy,['GB'],24.0,tt0086815,6.5,4948.0,1980
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,drama,['GB'],24.0,tt0086815,6.5,4948.0,1980
58,tm41289,Annie,MOVIE,1982,PG,127,drama,['US'],1.0,tt0083564,6.6,44866.0,1980
58,tm41289,Annie,MOVIE,1982,PG,127,family,['US'],1.0,tt0083564,6.6,44866.0,1980
58,tm41289,Annie,MOVIE,1982,PG,127,comedy,['US'],1.0,tt0083564,6.6,44866.0,1980
59,tm132694,Pet Sematary,MOVIE,1989,R,103,horror,['US'],1.0,tt0098084,6.5,102212.0,1980
59,tm132694,Pet Sematary,MOVIE,1989,R,103,fantasy,['US'],1.0,tt0098084,6.5,102212.0,1980
59,tm132694,Pet Sematary,MOVIE,1989,R,103,thriller,['US'],1.0,tt0098084,6.5,102212.0,1980
60,ts20678,Saved by the Bell,SHOW,1989,TV-G,23,comedy,['US'],5.0,tt0096694,7.1,34854.0,1980
60,ts20678,Saved by the Bell,SHOW,1989,TV-G,23,romance,['US'],5.0,tt0096694,7.1,34854.0,1980
60,ts20678,Saved by the Bell,SHOW,1989,TV-G,23,family,['US'],5.0,tt0096694,7.1,34854.0,1980
61,tm117580,She's Gotta Have It,MOVIE,1986,R,84,comedy,['US'],1.0,tt0091939,6.7,14277.0,1980
61,tm117580,She's Gotta Have It,MOVIE,1986,R,84,romance,['US'],1.0,tt0091939,6.7,14277.0,1980
62,tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,comedy,['US'],1.0,tt0092948,7.6,19646.0,1980
62,tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,documentation,['US'],1.0,tt0092948,7.6,19646.0,1980
63,tm130586,Endless Love,MOVIE,1981,R,116,drama,['US'],1.0,tt0082329,4.9,8374.0,1980
63,tm130586,Endless Love,MOVIE,1981,R,116,romance,['US'],1.0,tt0082329,4.9,8374.0,1980
64,ts25028,Wheel of Fortune,SHOW,1983,TV-G,26,family,['US'],39.0,tt0072584,6.7,3126.0,1980
65,ts23753,Major Dad,SHOW,1989,TV-PG,24,comedy,['US'],4.0,tt0096643,6.4,2866.0,1980
65,ts23753,Major Dad,SHOW,1989,TV-PG,24,family,['US'],4.0,tt0096643,6.4,2866.0,1980
66,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,comedy,['GB'],13.0,tt0329829,6.1,1759.0,1980
66,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,animation,['GB'],13.0,tt0329829,6.1,1759.0,1980
66,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,family,['GB'],13.0,tt0329829,6.1,1759.0,1980
66,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,crime,['GB'],13.0,tt0329829,6.1,1759.0,1980
66,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,european,['GB'],13.0,tt0329829,6.1,1759.0,1980
67,ts987,Danger Mouse,SHOW,1981,TV-Y,15,comedy,['GB'],10.0,tt0081848,7.4,3514.0,1980
67,ts987,Danger Mouse,SHOW,1981,TV-Y,15,family,['GB'],10.0,tt0081848,7.4,3514.0,1980
67,ts987,Danger Mouse,SHOW,1981,TV-Y,15,scifi,['GB'],10.0,tt0081848,7.4,3514.0,1980
67,ts987,Danger Mouse,SHOW,1981,TV-Y,15,animation,['GB'],10.0,tt0081848,7.4,3514.0,1980
67,ts987,Danger Mouse,SHOW,1981,TV-Y,15,european,['GB'],10.0,tt0081848,7.4,3514.0,1980
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unknown,133,scifi,['JP'],1.0,tt0159510,7.2,1242.0,1980
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unknown,133,drama,['JP'],1.0,tt0159510,7.2,1242.0,1980
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unknown,133,war,['JP'],1.0,tt0159510,7.2,1242.0,1980
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unknown,133,animation,['JP'],1.0,tt0159510,7.2,1242.0,1980
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unknown,133,action,['JP'],1.0,tt0159510,7.2,1242.0,1980
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unknown,120,scifi,['JP'],1.0,tt0095262,7.3,1649.0,1980
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unknown,120,animation,['JP'],1.0,tt0095262,7.3,1649.0,1980
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unknown,120,action,['JP'],1.0,tt0095262,7.3,1649.0,1980
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unknown,120,drama,['JP'],1.0,tt0095262,7.3,1649.0,1980
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unknown,120,war,['JP'],1.0,tt0095262,7.3,1649.0,1980
70,tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,comedy,['US'],1.0,tt0307403,7.2,651.0,1980
70,tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,documentation,['US'],1.0,tt0307403,7.2,651.0,1980
71,tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,Unknown,30,comedy,['US'],1.0,tt0259057,6.0,353.0,1990
71,tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,Unknown,30,documentation,['US'],1.0,tt0259057,6.0,353.0,1990
72,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,comedy,['GB'],1.0,tt0084352,7.9,15186.0,1980
72,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,documentation,['GB'],1.0,tt0084352,7.9,15186.0,1980
73,tm114356,The George McKenna Story,MOVIE,1988,Unknown,100,drama,['US'],1.0,tt0091106,6.0,901.0,1980
74,tm147829,Unspeakable Acts,MOVIE,1990,Unknown,100,drama,['US'],1.0,tt0100848,6.0,448.0,1990
75,tm126769,Waiting for the Hearse,MOVIE,1985,Unknown,87,comedy,['AR'],1.0,tt0089108,8.0,6285.0,1980
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unknown,144,animation,['JP'],1.0,tt0159511,7.7,1210.0,1980
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unknown,144,action,['JP'],1.0,tt0159511,7.7,1210.0,1980
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unknown,144,drama,['JP'],1.0,tt0159511,7.7,1210.0,1980
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unknown,144,scifi,['JP'],1.0,tt0159511,7.7,1210.0,1980
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unknown,144,war,['JP'],1.0,tt0159511,7.7,1210.0,1980
77,tm159912,Agneepath,MOVIE,1990,Unknown,174,action,['IN'],1.0,tt0098999,7.6,8902.0,1990
77,tm159912,Agneepath,MOVIE,1990,Unknown,174,crime,['IN'],1.0,tt0098999,7.6,8902.0,1990
77,tm159912,Agneepath,MOVIE,1990,Unknown,174,drama,['IN'],1.0,tt0098999,7.6,8902.0,1990
78,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,Unknown,72,comedy,['GB'],1.0,tt0213984,8.1,1522.0,1980
79,tm38736,Too Young The Hero,MOVIE,1988,Unknown,100,drama,['US'],1.0,tt0096286,6.7,494.0,1980
79,tm38736,Too Young The Hero,MOVIE,1988,Unknown,100,war,['US'],1.0,tt0096286,6.7,494.0,1980
80,tm258072,Adam: His Song Continues,MOVIE,1986,Unknown,100,crime,['US'],1.0,tt0090589,7.0,209.0,1980
80,tm258072,Adam: His Song Continues,MOVIE,1986,Unknown,100,drama,['US'],1.0,tt0090589,7.0,209.0,1980
81,tm52815,Disco Dancer,MOVIE,1982,Unknown,134,drama,['IN'],1.0,tt0208903,6.5,1449.0,1980
81,tm52815,Disco Dancer,MOVIE,1982,Unknown,134,romance,['IN'],1.0,tt0208903,6.5,1449.0,1980
82,tm137013,The Ryan White Story,MOVIE,1989,Unknown,102,drama,['US'],1.0,tt0098237,7.2,857.0,1980
83,tm157853,In Defense of a Married Man,MOVIE,1990,Unknown,94,drama,['US'],1.0,tt0099833,5.6,200.0,1990
83,tm157853,In Defense of a Married Man,MOVIE,1990,Unknown,94,crime,['US'],1.0,tt0099833,5.6,200.0,1990
84,tm157603,Dil,MOVIE,1990,Unknown,172,romance,['IN'],1.0,tt0099429,6.6,5273.0,1990
84,tm157603,Dil,MOVIE,1990,Unknown,172,comedy,['IN'],1.0,tt0099429,6.6,5273.0,1990
84,tm157603,Dil,MOVIE,1990,Unknown,172,drama,['IN'],1.0,tt0099429,6.6,5273.0,1990
85,tm45720,Bye Bye London,MOVIE,1982,Unknown,170,comedy,['KW'],1.0,tt10130668,8.7,154.0,1980
85,tm45720,Bye Bye London,MOVIE,1982,Unknown,170,drama,['KW'],1.0,tt10130668,8.7,154.0,1980
86,tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,Unknown,100,drama,['US'],1.0,tt0095945,7.1,144.0,1980
87,tm151332,"Alexandria, Again and Forever",MOVIE,1989,Unknown,105,drama,"['EG', 'FR']",1.0,tt0099858,6.5,643.0,1980
88,tm24110,Strange Voices,MOVIE,1987,Unknown,100,drama,['US'],1.0,tt0094052,6.3,357.0,1980
89,tm348735,Aakhri Adaalat,MOVIE,1988,Unknown,148,action,['IN'],1.0,tt0177505,5.1,92.0,1980
89,tm348735,Aakhri Adaalat,MOVIE,1988,Unknown,148,crime,['IN'],1.0,tt0177505,5.1,92.0,1980
89,tm348735,Aakhri Adaalat,MOVIE,1988,Unknown,148,thriller,['IN'],1.0,tt0177505,5.1,92.0,1980
90,tm51083,A Stoning in Fulham County,MOVIE,1988,Unknown,120,crime,['US'],1.0,tt0096179,5.8,380.0,1980
90,tm51083,A Stoning in Fulham County,MOVIE,1988,Unknown,120,drama,['US'],1.0,tt0096179,5.8,380.0,1980
90,tm51083,A Stoning in Fulham County,MOVIE,1988,Unknown,120,thriller,['US'],1.0,tt0096179,5.8,380.0,1980
91,tm126791,The Married Couples,MOVIE,1981,Unknown,194,drama,['EG'],1.0,Unknown,6.6,2279.0,1980
92,tm186777,Sayed The Servant,MOVIE,1985,Unknown,166,comedy,['EG'],1.0,Unknown,6.6,2279.0,1980
